Document Index (generated),Number of Records,Question Id,Topic Id
33158,1,5037352,diabetes-questions
33159,1,5037358,fetus-questions
33160,1,5037358,neural-tube-defect-questions
33161,1,5037358,screening-questions
33162,1,5037365,burn-questions
33163,1,5037365,head-questions
33164,1,5037365,melanoma-questions
33165,1,5037365,tumor-questions
33166,1,5037368,bulging-disc-questions
33167,1,5037368,injury-questions
33168,1,5037368,pressure-questions
33169,1,5037368,tenderness-questions
33170,1,5037368,walking-questions
33171,1,5037369,egg-whites-questions
33172,1,5037369,pain-questions
33173,1,5037369,pelvic-pain-questions
33174,1,5037369,skin-questions
33175,1,5037375,flax-questions
33176,1,5037375,seeds-questions
33177,1,5037376,big-toe-questions
33178,1,5037376,foot-questions
33179,1,5037376,nail-questions
33180,1,5037376,ringworm-questions
33181,1,5037376,scalp-questions
33182,1,5037403,exercise-questions
33183,1,5037403,healthy-eating-questions
33184,1,5037403,muscle-questions
33185,1,5037403,running-questions
33186,1,5037403,salad-questions
33187,1,5037404,burn-questions
33188,1,5037404,eyes-questions
33189,1,5037404,fear-questions
33190,1,5037404,nail-questions
33191,1,5037404,vision-questions
33192,1,5037407,hallucination-questions
33193,1,5037407,nicotine-questions
33194,1,5037407,smoking-questions
33195,1,5037420,exercise-stress-test-questions
33196,1,5037420,fracture-questions
33197,1,5037420,pain-questions
33198,1,5037420,pressure-questions
33199,1,5037420,treadmill-questions
33200,1,5037424,cyst-questions
33201,1,5037424,drainage-questions
33202,1,5037424,vagina-questions
33203,1,5037425,meat-questions
33204,1,5037426,diarrhea-questions
33205,1,5037426,food-questions
33206,1,5037426,heart-questions
33207,1,5037426,low-blood-pressure-questions
33208,1,5037426,vomit-questions
33209,1,5037433,depression-questions
33210,1,5037433,dizziness-questions
33211,1,5037433,sadness-questions
33212,1,5037454,baby-questions
33213,1,5037454,pregnancy-questions
33214,1,5037454,scar-questions
33215,1,5037454,workout-questions
33216,1,5037456,medicaid
33217,1,5037463,birth-control-questions
33218,1,5037463,period-questions
33219,1,5037463,pregnancy-questions
33220,1,5037463,spotting-questions
33221,1,5037465,anxiety-questions
33222,1,5037465,brain-questions
33223,1,5037465,head-questions
33224,1,5037465,stress-questions
33225,1,5037465,tumor-questions
33226,1,5037466,arm-questions
33227,1,5037466,elbow-questions
33228,1,5037466,hand-questions
33229,1,5037466,pain-questions
33230,1,5037466,running-questions
33231,1,5037474,wart-questions
33232,1,5037475,fever-questions
33233,1,5037475,surgery-questions
33234,1,5037477,cancer-questions
33235,1,5037477,seeds-questions
33236,1,5037484,headache-questions
33237,1,5037484,running-questions
33238,1,5037484,vision-questions
33239,1,5037497,hepatitis-questions
33240,1,5037497,virus-questions
33241,1,5037498,ammonia-questions
33242,1,5037498,chloride-questions
33243,1,5037498,sodium-chloride-questions
33244,1,5037499,itch-questions
33245,1,5037499,lotion-questions
33246,1,5037499,skin-questions
33247,1,5037499,weight-loss-questions
33248,1,5037499,weight-questions
33249,1,5037501,bacterium-questions
33250,1,5037501,food-questions
33251,1,5037501,urinalysis-questions
33252,1,5037501,urinary-tract-infection-questions
33253,1,5037501,vision-questions
33254,1,5037502,miscarriage-questions
33255,1,5037502,pain-questions
33256,1,5037502,pregnancy-questions
33257,1,5037502,pregnancy-test-questions
33258,1,5037502,vision-questions
33259,1,5037503,hearing-loss-questions
33260,1,5037503,perforated-eardrum-questions
33261,1,5037513,foot-questions
33262,1,5037513,nerve-questions
33263,1,5037513,scar-questions
33264,1,5037513,surgery-questions
33265,1,5037513,vision-questions
33266,1,5037514,strawberry-questions
33267,1,5037514,strep-throat-questions
33268,1,5037514,tongue-questions
33269,1,5037518,artery-questions
33270,1,5037518,back-pain-questions
33271,1,5037518,pain-questions
33272,1,5037518,stomach-questions
33273,1,5037518,tenderness-questions
33274,1,5037521,injection-questions
33275,1,5037523,aca
33276,1,5037523,indiana-questions
33277,1,5037523,medicaid
33278,1,5037525,birth-control-questions
33279,1,5037525,birth-questions
33280,1,5037525,period-questions
33281,1,5037525,stomach-questions
33282,1,5037530,drinking-questions
33283,1,5037530,soda-questions
33284,1,5037531,bladder-questions
33285,1,5037531,interstitial-cystitis-questions
33286,1,5037531,laparoscopy-questions
33287,1,5037531,pain-questions
33288,1,5037535,injury-questions
33289,1,5037540,blood-test-questions
33290,1,5037540,dog-questions
33291,1,5037546,cramps-questions
33292,1,5037546,movement-questions
33293,1,5037546,period-questions
33294,1,5037549,calf-questions
33295,1,5037549,insurance-questions
33296,1,5037549,leg-questions
33297,1,5037549,toe-questions
33298,1,5037550,chlamydia-questions
33299,1,5037562,insurance-questions
33300,1,5037565,pilonidal-cyst-questions
33301,1,5037565,wound-questions
33302,1,5037567,breast-questions
33303,1,5037567,lump-questions
33304,1,5037567,pea-questions
33305,1,5037570,medicaid
33306,1,5037577,clitoris-questions
33307,1,5037577,hysterectomy-questions
33308,1,5037577,ovary-questions
33309,1,5037580,supplement-questions
33310,1,5037584,anxiety-questions
33311,1,5037584,fear-questions
33312,1,5037584,pain-questions
33313,1,5037584,testicle-questions
33314,1,5037584,walking-questions
33315,1,5037587,itch-questions
33316,1,5037587,lotion-questions
33317,1,5037587,skin-questions
33318,1,5037587,weight-loss-questions
33319,1,5037587,weight-questions
33320,1,5037591,pregnancy-questions
33321,1,5037594,colonoscopy-questions
33322,1,5037596,muscle-questions
33323,1,5037596,testosterone-questions
33324,1,5037601,cough-questions
33325,1,5037601,zinc-questions
33326,1,5037602,blood-thinner-questions
33327,1,5037602,ibuprofen-questions
33328,1,5037603,insurance-questions
33329,1,5037606,abdominal-pain-questions
33330,1,5037606,colonoscopy-questions
33331,1,5037606,hemorrhoid-questions
33332,1,5037606,pain-questions
33333,1,5037606,rectum-questions
33334,1,5037607,throat-questions
33335,1,5037609,thrush-questions
33336,1,5037612,birth-control-questions
33337,1,5037612,fear-questions
33338,1,5037612,fertility-questions
33339,1,5037614,heart-disease-questions
33340,1,5037614,vasectomy-questions
33341,1,5037615,blood-pressure-questions
33342,1,5037615,heart-attack-questions
33343,1,5037623,diabetes-questions
33344,1,5037623,fear-questions
33345,1,5037623,gestational-diabetes-questions
33346,1,5037623,pregnancy-questions
33347,1,5037623,stress-questions
33348,1,5037626,antibiotic-questions
33349,1,5037626,arm-questions
33350,1,5037627,diabetes-questions
33351,1,5037627,insulin-questions
33352,1,5037627,obesity-questions
33353,1,5037627,type-2-diabetes-questions
33354,1,5037627,waist-questions
33355,1,5037629,baby-questions
33356,1,5037629,feeding-questions
33357,1,5037629,hunger-questions
33358,1,5037629,milk-questions
33359,1,5037630,baby-questions
33360,1,5037635,thyroid-questions
33361,1,5037641,orange-questions
33362,1,5037641,protein-questions
33363,1,5037641,urinalysis-questions
33364,1,5037642,cancer-questions
33365,1,5037642,medicare-questions
33366,1,5037643,magnetic-resonance-imaging-questions
33367,1,5037644,throat-questions
33368,1,5037644,turkey-questions
33369,1,5037650,belly-button-questions
33370,1,5037650,penis-questions
33371,1,5037651,anxiety-questions
33372,1,5037651,borderline-personality-disorder-questions
33373,1,5037651,movement-questions
33374,1,5037651,pain-questions
33375,1,5037652,boil-questions
33376,1,5037652,diabetes-questions
33377,1,5037658,ears-questions
33378,1,5037659,worm-questions
33379,1,5037660,genital-herpes-questions
33380,1,5037660,herpes-questions
33381,1,5037665,chlamydia-questions
33382,1,5037665,sexual-intercourse-questions
33383,1,5037677,healing-questions
33384,1,5037677,herpes-questions
33385,1,5037677,itch-questions
33386,1,5037677,syphilis-questions
33387,1,5037677,vision-questions
33388,1,5037679,hernia-repair-questions
33389,1,5037679,numbness-questions
33390,1,5037679,period-questions
33391,1,5037679,surgery-questions
33392,1,5037679,urination-questions
33393,1,5037704,diet-questions
33394,1,5037704,food-questions
33395,1,5037704,workout-questions
33396,1,5037708,movement-questions
33397,1,5037708,waist-questions
33398,1,5037713,depression-questions
33399,1,5037713,over-the-counter-questions
33400,1,5037713,pregnancy-questions
33401,1,5037720,hormone-questions
33402,1,5037720,kidney-questions
33403,1,5037724,health-insurance
33404,1,5037734,auscultation-questions
33405,1,5037734,lung-questions
33406,1,5037734,period-questions
33407,1,5037736,exposure-questions
33408,1,5037736,hyponatremia-questions
33409,1,5037736,laboratory-test-questions
33410,1,5037736,mold-questions
33411,1,5037742,bartholin-cyst-questions
33412,1,5037742,catheter-questions
33413,1,5037742,pain-questions
33414,1,5037742,running-questions
33415,1,5037742,vision-questions
33416,1,5037744,cough-questions
33417,1,5037744,ice-cream-questions
33418,1,5037745,juice-questions
33419,1,5037747,cholesterol-questions
33420,1,5037747,circulation-questions
33421,1,5037747,headache-questions
33422,1,5037747,kidney-failure-questions
33423,1,5037747,nose-questions
33424,1,5037748,herpes-questions
33425,1,5037748,trichomoniasis-questions
33426,1,5037751,circumcision-questions
33427,1,5037751,head-questions
33428,1,5037751,movement-questions
33429,1,5037751,penis-questions
33430,1,5037751,skin-questions
33431,1,5037752,aspiration-questions
33432,1,5037753,smell-questions
33433,1,5037753,swelling-questions
33434,1,5037753,yeast-infection-questions
33435,1,5037754,burn-questions
33436,1,5037754,calorie-questions
33437,1,5037754,food-questions
33438,1,5037754,weight-questions
33439,1,5037757,breast-questions
33440,1,5037757,constipation-questions
33441,1,5037757,period-questions
33442,1,5037757,pregnancy-questions
33443,1,5037757,tenderness-questions
33444,1,5037762,mouth-questions
33445,1,5037770,liver-questions
33446,1,5037771,exercise-stress-test-questions
33447,1,5037773,finger-questions
33448,1,5037773,wart-questions
33449,1,5037779,antibiotic-questions
33450,1,5037780,antibiotic-questions
33451,1,5037780,chlamydia-questions
33452,1,5037780,hand-questions
33453,1,5037780,sexual-intercourse-questions
33454,1,5037780,vision-questions
33455,1,5037787,flu-questions
33456,1,5037792,scoliosis-questions
33457,1,5037795,dog-questions
33458,1,5037795,smell-questions
33459,1,5037796,dog-questions
33460,1,5037796,smell-questions
33461,1,5037803,insurance-questions
33462,1,5037804,hand-questions
33463,1,5037804,thumb-questions
33464,1,5037805,hot-flash-questions
33465,1,5037806,health-insurance
33466,1,5037806,medicare-questions
33467,1,5037809,cuts-questions
33468,1,5037809,pain-questions
33469,1,5037809,tampon-questions
33470,1,5037809,vagina-questions
33471,1,5037810,colon-questions
33472,1,5037811,yeast-infection-questions
33473,1,5037815,cuts-questions
33474,1,5037815,vision-questions
33475,1,5037816,thyroid-questions
33476,1,5037818,gallstone-questions
33477,1,5037824,acute-sinusitis-questions
33478,1,5037824,emergency-room-questions
33479,1,5037824,headache-questions
33480,1,5037824,neck-questions
33481,1,5037824,vision-questions
33482,1,5037851,drinking-questions
33483,1,5037858,drinking-questions
33484,1,5037860,genital-herpes-questions
33485,1,5037860,virus-questions
33486,1,5037869,antibiotic-questions
33487,1,5037869,hair-questions
33488,1,5037869,scalp-questions
33489,1,5037869,thigh-questions
33490,1,5037869,vinegar-questions
33491,1,5037873,shingles-questions
33492,1,5037882,birth-control-pill-questions
33493,1,5037882,birth-control-questions
33494,1,5037882,cold-questions
33495,1,5037882,coldness-questions
33496,1,5037895,dog-questions
33497,1,5037895,tick-questions
33498,1,5037902,stomach-questions
33499,1,5037902,vomit-questions
33500,1,5037903,family-questions
33501,1,5037906,penis-questions
33502,1,5037906,psoriasis-questions
33503,1,5037909,concussion-questions
33504,1,5037909,head-questions
33505,1,5037909,memory-loss-questions
33506,1,5037913,cancer-questions
33507,1,5037921,arm-questions
33508,1,5037921,dizziness-questions
33509,1,5037921,nausea-questions
33510,1,5037921,seizure-questions
33511,1,5037921,walking-questions
33512,1,5037923,eyes-questions
33513,1,5037931,medicare-questions
33514,1,5037934,exercise-questions
33515,1,5037934,period-questions
33516,1,5037934,running-questions
33517,1,5037934,short-stature-questions
33518,1,5037937,anus-questions
33519,1,5037937,pain-questions
33520,1,5037941,muscle-questions
33521,1,5037941,toe-questions
33522,1,5037941,vagina-questions
33523,1,5037943,diet-questions
33524,1,5037943,fruit-questions
33525,1,5037943,salt-questions
33526,1,5037943,sodium-questions
33527,1,5037943,vegetable-questions
33528,1,5037946,panic-attack-questions
33529,1,5037948,fear-questions
33530,1,5037948,headache-questions
33531,1,5037950,blindness-questions
33532,1,5037950,eyes-questions
33533,1,5037950,pressure-questions
33534,1,5037954,wound-questions
33535,1,5037958,cancer-questions
33536,1,5037958,sore-throat-questions
33537,1,5037958,throat-questions
33538,1,5037968,acne-questions
33539,1,5037968,scar-questions
33540,1,5037968,shoulder-questions
33541,1,5037968,skin-questions
33542,1,5037969,pain-questions
33543,1,5037970,blood-sugar-questions
33544,1,5037970,exercise-questions
33545,1,5037970,weight-questions
33546,1,5037972,erection-questions
33547,1,5037977,brain-questions
33548,1,5037978,rectum-questions
33549,1,5037980,fertility-questions
33550,1,5037980,ovulation-questions
33551,1,5037980,period-questions
33552,1,5037980,pregnancy-questions
33553,1,5037985,anger-questions
33554,1,5037985,pain-questions
33555,1,5037985,skin-questions
33556,1,5037985,wrist-pain-questions
33557,1,5037985,wrist-questions
33558,1,5037988,dialysis-questions
33559,1,5037988,kidney-questions
33560,1,5037988,medicare-questions
33561,1,5037989,baby-questions
33562,1,5037991,lymph-node-questions
33563,1,5037991,salivary-gland-questions
33564,1,5037994,heart-questions
33565,1,5037994,stent-questions
33566,1,5037999,arm-questions
33567,1,5037999,back-pain-questions
33568,1,5037999,neck-questions
33569,1,5038000,healing-questions
33570,1,5038000,sprain-questions
33571,1,5038000,testosterone-questions
33572,1,5038000,wrist-questions
33573,1,5038001,callus-questions
33574,1,5038001,foot-questions
33575,1,5038010,nose-questions
33576,1,5038010,over-the-counter-questions
33577,1,5038010,sinus-infection-questions
33578,1,5038010,smell-questions
33579,1,5038010,taste-questions
33580,1,5038011,kidney-questions
33581,1,5038011,pancreas-questions
33582,1,5038011,pregnancy-questions
33583,1,5038011,transplant-questions
33584,1,5038012,orgasm-questions
33585,1,5038012,testosterone-questions
33586,1,5038013,medicare-questions
33587,1,5038013,pain-management-questions
33588,1,5038018,birth-control-pill-questions
33589,1,5038018,diet-pills-questions
33590,1,5038032,cough-questions
33591,1,5038032,pain-questions
33592,1,5038039,food-questions
33593,1,5038039,nausea-questions
33594,1,5038039,period-questions
33595,1,5038039,pregnancy-questions
33596,1,5038046,phobia-questions
33597,1,5038046,specific-phobias-questions
33598,1,5038046,travel-questions
33599,1,5038047,foot-questions
33600,1,5038047,hand-questions
33601,1,5038047,movement-questions
33602,1,5038048,healing-questions
33603,1,5038048,taste-questions
33604,1,5038048,tenderness-questions
33605,1,5038048,tongue-questions
33606,1,5038051,black-eye-questions
33607,1,5038052,shoulder-questions
33608,1,5038053,pain-questions
33609,1,5038053,shoulder-questions
33610,1,5038067,breast-questions
33611,1,5038067,period-questions
33612,1,5038067,pregnancy-test-questions
33613,1,5038078,calf-questions
33614,1,5038078,cramps-questions
33615,1,5038078,massage-questions
33616,1,5038078,muscle-questions
33617,1,5038078,pain-questions
33618,1,5038088,fear-questions
33619,1,5038088,phobia-questions
33620,1,5038090,irritable-bowel-syndrome-questions
33621,1,5038094,pregnancy-questions
33622,1,5038094,running-questions
33623,1,5038094,third-trimester-questions
33624,1,5038099,injection-questions
33625,1,5038099,mood-swing-questions
33626,1,5038099,testosterone-questions
33627,1,5038103,diet-questions
33628,1,5038103,heart-questions
33629,1,5038103,hot-flash-questions
33630,1,5038103,sweating-questions
33631,1,5038103,weight-questions
33632,1,5038127,burn-questions
33633,1,5038127,hand-questions
33634,1,5038127,movement-questions
33635,1,5038127,pain-questions
33636,1,5038127,skin-questions
33637,1,5038141,birth-control-questions
33638,1,5038144,birth-control-questions
33639,1,5038144,insurance-questions
33640,1,5038163,condom-questions
33641,1,5038163,ejaculation-questions
33642,1,5038163,period-questions
33643,1,5038166,cramps-questions
33644,1,5038166,meal-questions
33645,1,5038166,period-questions
33646,1,5038166,tampon-questions
33647,1,5038166,vitamin-questions
33648,1,5038168,allergy-questions
33649,1,5038168,antibiotic-questions
33650,1,5038168,penicillin-questions
33651,1,5038168,throat-questions
33652,1,5038170,breastfeed-questions
33653,1,5038170,ear-infection-questions
33654,1,5038171,diabetes-questions
33655,1,5038171,diet-questions
33656,1,5038171,movement-questions
33657,1,5038171,potassium-questions
33658,1,5038177,meat-questions
33659,1,5038179,period-questions
33660,1,5038179,pregnancy-questions
33661,1,5038183,healing-questions
33662,1,5038183,ligament-questions
33663,1,5038183,surgery-questions
33664,1,5038184,blood-test-questions
33665,1,5038184,flu-questions
33666,1,5038194,food-poisoning-questions
33667,1,5038194,vomit-questions
33668,1,5038205,heart-questions
33669,1,5038205,insurance-questions
33670,1,5038205,palpitation-questions
33671,1,5038215,drug-test-questions
33672,1,5038219,medicare-questions
33673,1,5038219,shingles-questions
33674,1,5038220,medicare-questions
33675,1,5038220,shingles-questions
33676,1,5038222,allergy-questions
33677,1,5038222,nausea-questions
33678,1,5038222,stomach-questions
33679,1,5038225,blood-sugar-questions
33680,1,5038225,diabetes-questions
33681,1,5038225,flu-questions
33682,1,5038225,insulin-questions
33683,1,5038238,ejaculation-questions
33684,1,5038238,pregnancy-questions
33685,1,5038238,vagina-questions
33686,1,5038241,fertility-questions
33687,1,5038241,hernia-questions
33688,1,5038241,penis-questions
33689,1,5038241,testicle-questions
33690,1,5038247,bloating-questions
33691,1,5038247,ejaculation-questions
33692,1,5038247,penis-questions
33693,1,5038247,period-questions
33694,1,5038247,vaginal-discharge-questions
33695,1,5038250,cough-questions
33696,1,5038250,fever-questions
33697,1,5038251,ankle-questions
33698,1,5038251,fibromyalgia-questions
33699,1,5038251,flu-questions
33700,1,5038251,fracture-questions
33701,1,5038251,immune-system-questions
33702,1,5038258,tooth-questions
33703,1,5038262,creatinine-questions
33704,1,5038262,diabetes-questions
33705,1,5038262,injection-questions
33706,1,5038262,injury-questions
33707,1,5038262,kidney-questions
33708,1,5038266,cold-sore-questions
33709,1,5038266,yeast-infection-questions
33710,1,5038277,pain-questions
33711,1,5038277,pancreatic-cancer-questions
33712,1,5038288,diet-questions
33713,1,5038291,allergy-questions
33714,1,5038291,immunization-questions
33715,1,5038291,mold-questions
33716,1,5038291,vaccines-questions
33717,1,5038297,breastfeed-questions
33718,1,5038297,period-questions
33719,1,5038302,diet-questions
33720,1,5038302,drinking-questions
33721,1,5038302,pregnancy-questions
33722,1,5038305,dizziness-questions
33723,1,5038305,drinking-questions
33724,1,5038305,headache-questions
33725,1,5038305,meal-questions
33726,1,5038325,affordable-care-act
33727,1,5038325,insurance-questions
33728,1,5038327,arm-questions
33729,1,5038327,surgery-questions
33730,1,5038331,consumption-questions
33731,1,5038336,head-questions
33732,1,5038336,pain-questions
33733,1,5038336,penis-questions
33734,1,5038351,eyes-questions
33735,1,5038351,herpes-questions
33736,1,5038351,vision-questions
33737,1,5038361,caffeine-questions
33738,1,5038361,drinking-questions
33739,1,5038369,orgasm-questions
33740,1,5038373,wart-questions
33741,1,5038378,flu-questions
33742,1,5038378,heart-questions
33743,1,5038378,pulse-questions
33744,1,5038379,constipation-questions
33745,1,5038379,diarrhea-questions
33746,1,5038379,milk-questions
33747,1,5038379,soy-questions
33748,1,5038380,baby-questions
33749,1,5038380,herb-questions
33750,1,5038383,breast-questions
33751,1,5038383,hernia-questions
33752,1,5038386,anesthesia-questions
33753,1,5038386,marijuana-questions
33754,1,5038386,running-questions
33755,1,5038386,smoking-questions
33756,1,5038386,surgery-questions
33757,1,5038387,ovulation-questions
33758,1,5038387,period-questions
33759,1,5038388,sperm-questions
33760,1,5038389,antibiotic-questions
33761,1,5038389,injection-questions
33762,1,5038389,vaginal-yeast-infection-questions
33763,1,5038391,marijuana-questions
33764,1,5038391,smoking-questions
33765,1,5038391,surgery-questions
33766,1,5038392,steroid-questions
33767,1,5038393,biopsy-questions
33768,1,5038393,ears-questions
33769,1,5038393,magnetic-resonance-imaging-questions
33770,1,5038393,swelling-questions
33771,1,5038394,sperm-questions
33772,1,5038397,exercise-questions
33773,1,5038397,panic-attack-questions
33774,1,5038397,yoga-questions
33775,1,5038398,finger-questions
33776,1,5038398,grayness-questions
33777,1,5038398,skin-questions
33778,1,5038399,ice-cream-questions
33779,1,5038399,peanut-butter-questions
33780,1,5038400,itch-questions
33781,1,5038400,welt-questions
33782,1,5038402,burn-questions
33783,1,5038402,eyes-questions
33784,1,5038406,chlamydia-questions
33785,1,5038406,drug-questions
33786,1,5038413,insurance-questions
33787,1,5038418,genital-herpes-questions
33788,1,5038418,insomnia-questions
33789,1,5038418,sleepiness-questions
33790,1,5038418,stress-questions
33791,1,5038420,stomach-questions
33792,1,5038423,tuberculosis-questions
33793,1,5038424,testicle-questions
33794,1,5038424,ultrasound-questions
33795,1,5038426,ejaculation-questions
33796,1,5038435,antibiotic-questions
33797,1,5038435,cellulitis-questions
33798,1,5038435,wound-questions
33799,1,5038448,period-questions
33800,1,5038448,pregnancy-questions
33801,1,5038451,hysterectomy-questions
33802,1,5038457,insurance-questions
33803,1,5038465,blood-sugar-questions
33804,1,5038465,diabetes-questions
33805,1,5038465,foot-questions
33806,1,5038465,pain-questions
33807,1,5038465,short-stature-questions
33808,1,5038470,arm-questions
33809,1,5038470,chest-questions
33810,1,5038470,head-questions
33811,1,5038470,pain-questions
33812,1,5038470,swelling-questions
33813,1,5038475,ears-questions
33814,1,5038493,cirrhosis-questions
33815,1,5038493,coldness-questions
33816,1,5038493,cough-questions
33817,1,5038493,lung-questions
33818,1,5038493,sweating-questions
33819,1,5038501,oxycodone-questions
33820,1,5038521,antibiotic-questions
33821,1,5038521,nose-questions
33822,1,5038522,sexual-intercourse-questions
33823,1,5038522,tightness-questions
33824,1,5038522,vagina-questions
33825,1,5038524,bruise-questions
33826,1,5038524,concussion-questions
33827,1,5038524,head-questions
33828,1,5038526,insurance-questions
33829,1,5038533,frostbite-questions
33830,1,5038536,blood-pressure-questions
33831,1,5038536,foot-questions
33832,1,5038536,hand-questions
33833,1,5038536,pregnancy-questions
33834,1,5038536,swelling-questions
33835,1,5038562,birth-control-questions
33836,1,5038562,condom-questions
33837,1,5038562,pregnancy-questions
33838,1,5038562,sexual-intercourse-questions
33839,1,5038565,over-the-counter-questions
33840,1,5038567,penis-questions
33841,1,5038572,amoxicillin-questions
33842,1,5038572,food-questions
33843,1,5038572,milk-questions
33844,1,5038577,height-questions
33845,1,5038577,supplement-questions
33846,1,5038580,hysterectomy-questions
33847,1,5038585,birth-control-questions
33848,1,5038585,pain-questions
33849,1,5038585,period-questions
33850,1,5038585,pressure-questions
33851,1,5038585,vision-questions
33852,1,5038588,burn-questions
33853,1,5038588,pain-questions
33854,1,5038588,pregnancy-questions
33855,1,5038588,vision-questions
33856,1,5038590,allergy-questions
33857,1,5038591,ankle-questions
33858,1,5038591,leg-questions
33859,1,5038591,swelling-questions
33860,1,5038591,toe-questions
33861,1,5038596,blister-questions
33862,1,5038596,burn-questions
33863,1,5038596,genital-herpes-questions
33864,1,5038596,vagina-questions
33865,1,5038596,yeast-infection-questions
33866,1,5038598,cyst-questions
33867,1,5038598,emergency-room-questions
33868,1,5038598,insurance-questions
33869,1,5038598,wrist-questions
33870,1,5038602,asthma-questions
33871,1,5038603,acne-questions
33872,1,5038603,chest-questions
33873,1,5038603,hair-questions
33874,1,5038603,period-questions
33875,1,5038605,back-pain-questions
33876,1,5038605,kidney-questions
33877,1,5038605,pain-questions
33878,1,5038605,thirst-questions
33879,1,5038605,urination-questions
33880,1,5038607,fever-questions
33881,1,5038607,flu-questions
33882,1,5038607,headache-questions
33883,1,5038608,vaccination-questions
33884,1,5038612,lightheadedness-questions
33885,1,5038613,fertility-questions
33886,1,5038613,miscarriage-questions
33887,1,5038613,pregnancy-questions
33888,1,5038614,hernia-questions
33889,1,5038617,drinking-questions
33890,1,5038618,drug-questions
33891,1,5038618,drug-test-questions
33892,1,5038619,artery-questions
33893,1,5038619,grief-questions
33894,1,5038619,heart-disease-questions
33895,1,5038619,heart-questions
33896,1,5038619,stem-cell-questions
33897,1,5038620,coldness-questions
33898,1,5038620,flu-questions
33899,1,5038620,nose-questions
33900,1,5038620,running-questions
33901,1,5038633,hernia-repair-questions
33902,1,5038643,blood-clot-questions
33903,1,5038643,diarrhea-questions
33904,1,5038653,eyes-questions
33905,1,5038653,travel-questions
33906,1,5038655,supplement-questions
33907,1,5038655,workout-questions
33908,1,5038668,kidney-questions
33909,1,5038668,pain-questions
33910,1,5038671,headache-questions
33911,1,5038671,runny-nose-questions
33912,1,5038671,toddler-questions
33913,1,5038671,watery-eyes-questions
33914,1,5038674,finger-questions
33915,1,5038674,foot-questions
33916,1,5038674,hiccup-questions
33917,1,5038674,leg-questions
33918,1,5038674,pain-questions
33919,1,5038675,penis-questions
33920,1,5038675,sexually-transmitted-disease-questions
33921,1,5038675,vagina-questions
33922,1,5038678,belly-button-questions
33923,1,5038678,cramps-questions
33924,1,5038678,period-questions
33925,1,5038678,swelling-questions
33926,1,5038690,prostate-questions
33927,1,5038691,poison-ivy-questions
33928,1,5038691,shingles-questions
33929,1,5038699,ejaculation-questions
33930,1,5038699,period-questions
33931,1,5038699,pregnancy-questions
33932,1,5038699,sexual-intercourse-questions
33933,1,5038699,spotting-questions
33934,1,5038732,calorie-questions
33935,1,5038735,diabetes-questions
33936,1,5038735,tattoo-questions
33937,1,5038736,milk-questions
33938,1,5038736,yogurt-questions
33939,1,5038738,bronchitis-questions
33940,1,5038742,penis-questions
33941,1,5038742,swelling-questions
33942,1,5038766,head-questions
33943,1,5038766,penis-questions
33944,1,5038766,urethra-questions
33945,1,5038771,eyes-questions
33946,1,5038772,hand-questions
33947,1,5038772,mouth-questions
33948,1,5038772,neck-questions
33949,1,5038772,obsessive-compulsive-disorder-questions
33950,1,5038774,diabetes-questions
33951,1,5038774,tattoo-questions
33952,1,5038775,diabetes-questions
33953,1,5038775,tattoo-questions
33954,1,5038776,insurance-questions
33955,1,5038780,flu-questions
33956,1,5038784,penis-questions
33957,1,5038784,std-test-questions
33958,1,5038785,penis-questions
33959,1,5038785,sexually-transmitted-disease-questions
33960,1,5038787,skin-questions
33961,1,5038787,stitches-questions
33962,1,5038787,thumb-questions
33963,1,5038790,insurance-questions
33964,1,5038794,drug-questions
33965,1,5038795,back-pain-questions
33966,1,5038795,burn-questions
33967,1,5038795,leg-questions
33968,1,5038795,pain-questions
33969,1,5038795,thigh-questions
33970,1,5038799,genital-herpes-questions
33971,1,5038799,vasectomy-questions
33972,1,5038803,period-questions
33973,1,5038803,vagina-questions
33974,1,5038803,vision-questions
33975,1,5038805,baby-questions
33976,1,5038805,hot-flash-questions
33977,1,5038805,period-questions
33978,1,5038805,tubal-reversal-questions
33979,1,5038806,blood-pressure-questions
33980,1,5038806,dizziness-questions
33981,1,5038806,exercise-questions
33982,1,5038806,running-questions
33983,1,5038806,weight-questions
33984,1,5038808,antibiotic-questions
33985,1,5038808,headache-questions
33986,1,5038808,sore-throat-questions
33987,1,5038811,baby-questions
33988,1,5038811,breastfeed-questions
33989,1,5038811,dairy-questions
33990,1,5038811,diet-questions
33991,1,5038811,mucus-questions
33992,1,5038812,vagina-questions
33993,1,5038813,chest-questions
33994,1,5038813,drowsiness-questions
33995,1,5038813,hunger-questions
33996,1,5038813,pain-questions
33997,1,5038813,smoking-questions
33998,1,5038814,birth-control-questions
33999,1,5038814,ejaculation-questions
34000,1,5038814,period-questions
34001,1,5038814,pregnancy-questions
34002,1,5038814,vision-questions
34003,1,5038815,vision-questions
34004,1,5038816,fever-questions
34005,1,5038816,stress-questions
34006,1,5038816,toddler-questions
34007,1,5038818,wound-questions
34008,1,5038820,drug-questions
34009,1,5038824,condom-questions
34010,1,5038824,period-questions
34011,1,5038824,pregnancy-questions
34012,1,5038824,spotting-questions
34013,1,5038827,drinking-questions
34014,1,5038827,headache-questions
34015,1,5038832,psoriasis-questions
34016,1,5038835,cancer-questions
34017,1,5038835,liver-questions
